start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
42.12,45.66,Ses05F_impro08_F005,3.0,2.5,2.0,neu,"[['fru'], ['neu'], ['neu', 'oth']]",[-186 -153  -94 ...  108   54  100],Uh- when's when's-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
48.73,61.77,Ses05F_impro08_F007,3.5,2.0,2.5,neu,"[['fru'], ['neu'], ['neu']]",[  47  -34 -161 ... -207 -431 -231],"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
66.15,73.35,Ses05F_impro08_F008,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[ -499 -1043 -1665 ...    11    44    83],"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
74.08,74.86,Ses05F_impro08_F009,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[  81   -7 -116 ...  -48  -40  -29],In the mail?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
75.37,82.28,Ses05F_impro08_F010,3.0,2.5,2.5,neu,"[['neu'], ['neu'], ['fru']]",[ 40  44  34 ...  -7 180 214],"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
85.63,86.77,Ses05F_impro08_F011,3.0,2.5,2.0,neu,"[['neu'], ['neu'], ['neu']]",[ 122  175  221 ... -150 -114  -47],Okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
90.81,92.07,Ses05F_impro08_F012,3.0,1.5,2.0,neu,"[['neu'], ['neu'], ['neu']]",[ 491  386  288 ...  465 1086 1425],Okay.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
95.35,100.55,Ses05F_impro08_F014,3.0,2.0,2.5,neu,"[['neu'], ['neu'], ['neu']]",[-269 -203 -120 ...  -49  -55  -58],"Okay so, I'll just look it up and you know see what's going on, maybe we can...",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
100.63,102.81,Ses05F_impro08_F015,3.0,2.0,2.5,neu,"[['fru'], ['neu'], ['neu']]",[536 558 559 ... 276 200  78],if I call it up on the screen.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
103.62,118.66,Ses05F_impro08_F016,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-51 -55 -51 ...  -2  -6 -11],"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
120.07,130.0,Ses05F_impro08_F017,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[  7   8  23 ... 110 122 124],"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
132.97,139.05,Ses05F_impro08_F018,3.0,2.0,2.5,neu,"[['fru'], ['neu'], ['neu']]",[ 34 -82 -74 ...  -9 -11 -17],"Well you know sometimes-- just with online transactions, things happens. so um-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
139.14,145.43,Ses05F_impro08_F019,3.0,2.0,2.5,neu,"[['neu'], ['neu'], ['neu']]",[ 17  11  11 ... -23 -17 -12],"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
145.45,150.48,Ses05F_impro08_F020,3.0,2.0,2.5,neu,"[['neu'], ['neu'], ['neu']]",[22 17 25 ... 10 14 17],"You do the direct the direct it um- it's taking right out of your bank account, correct?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
150.51,152.57,Ses05F_impro08_F021,3.0,2.5,2.5,neu,"[['neu'], ['neu'], ['neu']]",[ -31  -19  -11 ... -156 -163 -196],Yeah so- That --that did go through.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
154.44,160.18,Ses05F_impro08_F022,3.0,2.5,2.5,neu,"[['neu'], ['neu'], ['neu']]",[24 11 11 ...  0 15 19],"Um- I can try to do that for you, certainly.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
161.25,180.32,Ses05F_impro08_F023,3.0,2.0,2.5,neu,"[['neu'], ['neu'], ['neu']]",[-66 -64 -58 ... -27 -22 -22],"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
182.62,188.27,Ses05F_impro08_F024,3.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-1117  -698  -162 ...  -429  -373  -294],Well I'll give you my direct line and my number so you can- you can  get directly to me.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
188.5,189.53,Ses05F_impro08_F025,3.0,2.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-138 -104  -74 ...  140   74  -87],yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
191.54,192.89,Ses05F_impro08_F026,3.5,2.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[  84   18  -56 ... -554 -623 -679],No problem.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
193.58,196.75,Ses05F_impro08_F027,3.0,2.5,2.5,neu,"[['neu'], ['neu'], ['neu']]",[46 57 71 ... 53 42 52],ahh one eight hundred three two three,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
197.06,198.86,Ses05F_impro08_F028,3.0,2.5,2.0,neu,"[['neu'], ['neu'], ['neu']]",[228 256 290 ...  67  -3  22],six four nine four,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
202.98,204.19,Ses05F_impro08_F029,3.5,2.0,2.0,neu,"[['exc'], ['neu'], ['neu']]",[-25 -18 -13 ... -41 -36 -29],You're welcome,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
204.43,206.63,Ses05F_impro08_F030,3.0,2.0,2.5,neu,"[['neu'], ['neu'], ['neu']]",[ -85  -52  -27 ... -251 -216 -111],I'm sorry that it was an inconvenience.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
209.86,211.36,Ses05F_impro08_F032,4.0,2.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ 16  16  19 ... 495 513 501],Have a good day.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
213.17,214.55,Ses05F_impro08_F033,4.0,2.0,2.0,neu,"[['exc'], ['neu'], ['neu']]",[-29 -27  24 ... -92 -87 -88],bye bye,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
30.74,39.51,Ses05F_impro08_M004,2.0,4.0,3.5,ang,"[['fru'], ['ang'], ['ang'], ['fru', 'dis']]",[ -94  -84 -100 ...  -19    0   11],"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
39.76,49.18,Ses05F_impro08_M005,2.0,4.5,3.5,ang,"[['fru'], ['ang'], ['ang'], ['fru', 'ang']]",[-24  65  69 ...   8 -16 -16],"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
65.81,69.03,Ses05F_impro08_M007,2.5,3.5,2.5,ang,"[['fru'], ['ang'], ['ang'], ['fru', 'ang']]",[-46 -71 -79 ...   9  10   4],"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
102.18,104.11,Ses05F_impro08_M013,2.5,2.5,2.5,neu,"[['fru'], ['neu'], ['neu'], ['neu']]",[203 174 140 ...  41  35  42],"Okay, great, go ahead.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
134.19,135.92,Ses05F_impro08_M016,3.5,3.0,2.5,neu,"[['fru'], ['neu'], ['neu'], ['hap']]",[-115 -134 -133 ...  -99  -28   27],"No, No, No, I am grateful.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
145.11,146.36,Ses05F_impro08_M018,3.0,2.5,2.0,neu,"[['neu'], ['neu'], ['neu'], ['fru']]",[ 56  65  59 ...  56 109 154],Did they take-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
149.36,150.61,Ses05F_impro08_M019,2.5,2.5,2.0,neu,"[['neu'], ['neu'], ['fru'], ['fru']]",[103 121 132 ... -64 -64 -61],"Yes, yes, exactly.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
151.89,154.82,Ses05F_impro08_M020,3.0,2.0,1.5,neu,"[['neu'], ['neu'], ['neu'], ['fru']]",[-16 -39 -60 ...  17  27  29],Are you taking the late fee off of my account then?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
176.96,178.05,Ses05F_impro08_M022,3.0,3.0,1.5,neu,"[['exc'], ['neu'], ['neu'], ['fru']]",[ 29  15   9 ...  10 -15  46],Right.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
196.26,197.36,Ses05F_impro08_M027,3.0,2.5,2.0,neu,"[['exc'], ['neu'], ['neu'], ['neu']]",[28 30 38 ... 18 24 22],three two three,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
8.0341,13.5,Ses05F_script01_1_F000,2.5,2.5,2.5,sad,"[['sad'], ['sad'], ['sad']]",[15  5  0 ... 33 30 32],What's he going to say? Maybe we should tell him before he sees it.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
38.11,39.88,Ses05F_script01_1_F004,2.5,2.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[  4 -12 -25 ...  16  18   7],Did you talk to him?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
44.62,46.45,Ses05F_script01_1_F005,3.0,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-38 -36 -39 ...  25  19  18],He cried hard.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
50.95,53.31,Ses05F_script01_1_F006,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-25 -22 -14 ... -31 -21 -27],He is thinking about him again.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
53.64,58.77,Ses05F_script01_1_F007,2.5,2.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[60 45 39 ... 22 29 26],"It's getting just like after Larry died, he's having dreams, he's walking around at night.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
61.98,64.23,Ses05F_script01_1_F008,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['oth']]",[-5 -7 -6 ... -4  4  6],What's the meaning of that?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
159.19,162.28,Ses05F_script01_1_F017,3.0,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[ 25  21  27 ... -67 -62 -59],Well I got an idea.  But what's the story?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
227.47,230.81,Ses05F_script01_1_F024,2.5,2.5,3.5,neu,"[['fru'], ['neu'], ['neu']]",[ -617  -640  -703 ... -1261 -1497 -1183],"Well you're a considerate fellow, there's nothing wrong with that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
232.17,235.16,Ses05F_script01_1_F025,2.5,4.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[ 39  33  27 ... -64 -64 -62],Have you asked Annie yet to marry you?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
237.52,243.88,Ses05F_script01_1_F026,2.5,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[86 85 84 ... 70 56 52],"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
260.33,263.33,Ses05F_script01_1_F027,2.0,3.5,4.0,neu,"[['ang'], ['neu'], ['neu']]",[-226 -217 -185 ... -270   44  -15],"The trouble is you don't see enough women, you never have",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
265.21,268.04,Ses05F_script01_1_F028,2.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[  24   21    9 ... -831 -713 -571],Well I just don't see why it has to be Annie.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
294.66,304.58,Ses05F_script01_1_F031,1.5,2.5,4.0,sad,"[['sad'], ['sad'], ['fru', 'sad']]",[-42 -44 -38 ... -56 -53 -43],"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
323.18,324.64,Ses05F_script01_1_F033,2.0,3.0,2.5,ang,"[['ang'], ['sur', 'ang'], ['fru']]",[ -19  -13  -16 ... 2490 2917 3223],What the hell is this?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
328.21,330.02,Ses05F_script01_1_F034,2.0,3.0,3.5,ang,"[['ang'], ['sur', 'ang'], ['ang']]",[243 364 501 ...   6  16  21],Are you crazy?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
372.58,381.37,Ses05F_script01_1_F038,1.5,4.0,4.5,ang,"[['fru', 'ang'], ['ang'], ['fru', 'ang']]",[   68    63    53 ... -2205 -2141 -1666],"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
13.0842,15.27,Ses05F_script01_1_M000,2.5,2.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[ 21  -1  -6 ... -34 -34 -32],He saw it.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
18.61,21.02,Ses05F_script01_1_M001,2.0,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-18 -29 -46 ...   3   2  -1],He was out here when it broke.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
22.07,29.15,Ses05F_script01_1_M002,2.0,3.0,3.0,sad,"[['sad'], ['sad'], ['neu']]",[ 81  79  67 ... -31 -20  -9],"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
31.97,38.22,Ses05F_script01_1_M003,2.5,3.0,3.5,sad,"[['sad'], ['sad'], ['sad']]",[-59 -72 -74 ... -12  -8   2],I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
39.84,44.06,Ses05F_script01_1_M004,2.5,3.0,3.0,sad,"[['sad'], ['sad'], ['sad']]",[35 45 50 ... 18 27 22],No.  I figured it was best to leave him alone.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
46.11,49.33,Ses05F_script01_1_M005,2.0,3.0,3.0,sad,"[['sad'], ['sad'], ['sad']]",[-89 -76 -72 ... -50 -44 -40],I could hear him right through the floor of my room.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
58.6,60.66,Ses05F_script01_1_M006,2.0,3.0,2.5,sad,"[['sad'], ['sad'], ['sad']]",[-39 -44 -35 ... -16  -8  -4],"I guess, he is.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
63.8,70.23,Ses05F_script01_1_M007,2.0,3.5,3.5,sad,"[['sad'], ['sad'], ['oth']]",[-46 -59 -55 ... -44 -50 -56],I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
71.08,75.91,Ses05F_script01_1_M008,1.5,3.0,4.0,sad,"[['sad'], ['sad'], ['neu']]",[-14 -13  -8 ... -64 -68 -69],Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
77.56,85.46,Ses05F_script01_1_M009,2.0,3.0,4.0,sad,"[['sad'], ['sad'], ['fru']]",[ 4 18 20 ... 17 21 18],"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
122.81,129.61,Ses05F_script01_1_M013,1.5,4.0,4.5,ang,"[['ang'], ['ang'], ['fru']]",[ 33  25  30 ... 160 184 232],"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
153.209,156.55,Ses05F_script01_1_M016,3.0,3.0,3.5,sad,"[['sad'], ['sad'], ['neu']]",[  9   0   4 ... -27 -29 -24],"You know why I asked Annie here, don't you?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
162.08,164.57,Ses05F_script01_1_M018,3.0,3.0,3.5,neu,"[['neu'], ['neu'], ['neu']]",[-27 -19  -3 ...  30  35  29],I'm going to ask her to marry me.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
229.66,231.77,Ses05F_script01_1_M025,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['fru', 'ang']]",[ 62  58  49 ...  31   3 -58],To hell with that!,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
338.66,342.56,Ses05F_script01_1_M035,1.5,4.0,4.0,ang,"[['ang'], ['dis'], ['fru', 'ang']]",[  67  137  211 ... -100  -21   60],The business?  The business?  It doesn't inspire me?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
9.37,13.33,Ses05F_script01_2_F001,2.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-58 -58 -68 ...  -4  -3 -12],She's been in New York three and a half years.  Why all of the sudden?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
47.92,50.45,Ses05F_script01_2_F006,2.0,3.5,3.5,ang,"[['ang'], ['ang'], ['fru']]",[-58 169 222 ... 324 360 418],She's not his girl.  She knows she's not.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
87.99,91.18,Ses05F_script01_2_F010,1.5,4.0,4.5,ang,"[['ang'], ['ang'], ['fru']]",[-157 -153 -153 ...    2   -9   -8],I want you to pretend like he's coming back!,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
97.17,100.48,Ses05F_script01_2_F011,1.5,3.5,4.0,ang,"[['ang'], ['ang'], ['fru']]",[ 30  22  20 ... -37 -42 -39],"Because if he's not coming back, then I'll kill myself.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
100.87,109.07,Ses05F_script01_2_F012,1.5,4.5,5.0,ang,"[['sad'], ['ang'], ['fru', 'ang']]",[  0  13  22 ... -42 -50 -55],"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
122.27,127.91,Ses05F_script01_2_F014,2.0,3.5,4.0,ang,"[['ang'], ['ang'], ['fru']]",[-132 -126 -114 ...    4    3   -7],"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
140.55,142.89,Ses05F_script01_2_F016,2.5,3.5,3.5,sad,"[['sad'], ['sad'], ['fru']]",[ -10  -10  -17 ... -289 -260 -230],You've got to believe. You've got to--,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
145.66,147.32,Ses05F_script01_2_F017,1.5,3.5,3.5,ang,"[['sad'], ['ang'], ['fru', 'ang']]",[-769 -598 -538 ...   11    8   19],I can't help it!,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
7.19,9.32,Ses05F_script01_2_M000,3.0,2.5,2.5,neu,"[['neu'], ['neu'], ['neu']]",[-73 -80 -87 ... -16 -14 -11],Why does that bother you?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
12.83,17.9,Ses05F_script01_2_M001,3.0,3.5,3.0,neu,"[['neu'], ['neu'], ['neu']]",[-67 -64 -53 ...  13   6  32],Well maybe.  Maybe she just wanted to see her again.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
19.47,29.24,Ses05F_script01_2_M002,2.5,3.0,3.5,neu,"[['fru'], ['neu'], ['neu']]",[ -2  -8 -14 ... -32 -29 -26],"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
142.38,146.35,Ses05F_script01_2_M016,1.5,4.0,4.5,ang,"[['ang'], ['ang'], ['ang']]",[ -83  -43  -16 ... -366 -205  -84],What do you mean me above all?  Look at you.  You're shaking!,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
146.99,151.85,Ses05F_script01_2_M017,1.5,4.0,5.0,ang,"[['ang'], ['ang'], ['fru', 'ang']]",[95 94 44 ...  9 13 13],"What have I got to hide?  What the hell is the matter with you, Kate?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
41.1223,44.5,Ses05F_script01_3_F006,3.0,2.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[ 18  29  31 ... -11  16 -49],Well sort of embarrassed soon as I came.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
62.5848,66.9114,Ses05F_script01_3_F008,3.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[ -6  -3   0 ... -31 -20 -10],"Well, from her point of view why else would I come?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
228.5963,231.1802,Ses05F_script01_3_F020,2.5,2.0,3.0,sad,"[['sad'], ['sad'], ['neu']]",[-5  1  3 ... -1 -1  9],It wouldn't work like this.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
241.576,243.2685,Ses05F_script01_3_F021,3.0,2.5,3.0,neu,"[['sad'], ['neu'], ['neu']]",[65 47 36 ... 35 26 26],yeah sure.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
247.4448,249.2376,Ses05F_script01_3_F022,2.5,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[7 8 1 ... 5 9 6],how many?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
251.9617,253.9647,Ses05F_script01_3_F023,2.0,2.0,2.5,sad,"[['sad'], ['sad'], ['sad']]",[ 24  13   1 ... -58 -61 -63],Oh gee.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
404.1923,406.66,Ses05F_script01_3_F024,3.0,2.5,2.5,neu,"[['sad'], ['neu'], ['neu']]",[-14  -8  -2 ...  36  46  52],Do you still feel like that?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
410.4317,427.7079,Ses05F_script01_3_F025,2.5,3.5,4.5,sad,"[['sad'], ['sad', 'ang'], ['oth']]",[-45 -54 -64 ... 121  94  56],"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
39.0692,40.63,Ses05F_script01_3_M004,3.0,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-21 -28 -25 ... -17 -14 -11],What?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
60.041,62.42,Ses05F_script01_3_M006,3.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ 33  26  30 ... -11 -28 -29],How did you know?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
94.3104,109.8564,Ses05F_script01_3_M009,4.5,4.5,4.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[28 36 36 ... 52 45 42],"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
110.0,122.3654,Ses05F_script01_3_M010,2.0,4.5,4.5,exc,"[['exc'], ['sad'], ['exc', 'hap']]",[ 16  26  31 ... -95 -93 -98],"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
157.779,166.9028,Ses05F_script01_3_M016,5.0,4.5,4.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[35 30 31 ... 60 51 44],Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
181.565,186.793,Ses05F_script01_3_M017,4.5,4.5,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[51 70 70 ... 44 51 61],"Oh Annie, we're going to live now.  I'm going to make you so happy.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session5/dialog/wav/
